#Generic QM-derived Ramachandran table for L-alpha-N-methyl_alanine_dimethyl_amide (pre-pro) amino acids.  
#Data created by Tim Craven (twcraven@uw.edu) and formatted by Vikram K. Mulligan (vmullig@uw.edu) on 10 November 2016.
#Resname	phi	psi	probability	-log(prob)
GENERIC_L_ALPHA_NMETHYL_AA	70 	-110 	5.47827083635e-07 	14.4173061406
GENERIC_L_ALPHA_NMETHYL_AA	80 	-110 	3.45302764477e-07 	14.8788442266
GENERIC_L_ALPHA_NMETHYL_AA	90 	-110 	3.54863284517e-07 	14.8515332357
GENERIC_L_ALPHA_NMETHYL_AA	100 	-110 	4.41491246247e-07 	14.6331076444
GENERIC_L_ALPHA_NMETHYL_AA	110 	-110 	5.6428165527e-07 	14.3877123213
GENERIC_L_ALPHA_NMETHYL_AA	120 	-110 	3.47394236485e-07 	14.8728055737
GENERIC_L_ALPHA_NMETHYL_AA	130 	-110 	2.28116681743e-07 	15.2934085769
GENERIC_L_ALPHA_NMETHYL_AA	140 	-110 	3.0581734759e-07 	15.0002778165
GENERIC_L_ALPHA_NMETHYL_AA	150 	-110 	8.59869699894e-07 	13.9664849709
GENERIC_L_ALPHA_NMETHYL_AA	160 	-110 	2.31024239012e-06 	12.9781581081
GENERIC_L_ALPHA_NMETHYL_AA	170 	-110 	9.90931403128e-08 	16.1272056179
GENERIC_L_ALPHA_NMETHYL_AA	-180 	-100 	9.21345459108e-09 	18.5026009657
GENERIC_L_ALPHA_NMETHYL_AA	-170 	-100 	2.06274115968e-08 	17.6966449857
GENERIC_L_ALPHA_NMETHYL_AA	-160 	-100 	0.000157885200499 	8.75364236814
GENERIC_L_ALPHA_NMETHYL_AA	-150 	-100 	0.00017682837507 	8.64033092816
GENERIC_L_ALPHA_NMETHYL_AA	-140 	-100 	1.02876508702e-08 	18.3923216057
GENERIC_L_ALPHA_NMETHYL_AA	-130 	-100 	0.000331544509416 	8.01174849064
GENERIC_L_ALPHA_NMETHYL_AA	-120 	-100 	9.38795004489e-05 	9.27349850816
GENERIC_L_ALPHA_NMETHYL_AA	-110 	-100 	9.15059870436e-05 	9.29910615565
GENERIC_L_ALPHA_NMETHYL_AA	-100 	-100 	2.13566743093e-05 	10.7541462531
GENERIC_L_ALPHA_NMETHYL_AA	-90 	-100 	5.30112893934e-07 	14.4501758457
GENERIC_L_ALPHA_NMETHYL_AA	-80 	-100 	1.21383513813e-07 	15.9243107681
GENERIC_L_ALPHA_NMETHYL_AA	-70 	-100 	3.85757586839e-07 	14.7680566781
GENERIC_L_ALPHA_NMETHYL_AA	-60 	-100 	6.91491372004e-07 	14.1844151631
GENERIC_L_ALPHA_NMETHYL_AA	-50 	-100 	8.32084758464e-07 	13.9993315282
GENERIC_L_ALPHA_NMETHYL_AA	-40 	-100 	8.9716514773e-07 	13.9240258807
GENERIC_L_ALPHA_NMETHYL_AA	-30 	-100 	1.57554405502e-07 	15.6634950066
GENERIC_L_ALPHA_NMETHYL_AA	-20 	-100 	3.49056411536e-08 	17.1706173832
GENERIC_L_ALPHA_NMETHYL_AA	-10 	-100 	3.07144361446e-09 	19.6011181531
GENERIC_L_ALPHA_NMETHYL_AA	0 	-100 	5.62184524983e-19 	42.0224568206
GENERIC_L_ALPHA_NMETHYL_AA	10 	-100 	1.68955195736e-06 	13.2910471782
GENERIC_L_ALPHA_NMETHYL_AA	20 	-100 	7.61540684768e-06 	11.7853371459
GENERIC_L_ALPHA_NMETHYL_AA	30 	-100 	3.56781183615e-05 	10.2409729881
GENERIC_L_ALPHA_NMETHYL_AA	40 	-100 	3.71269933013e-05 	10.2011662707
GENERIC_L_ALPHA_NMETHYL_AA	50 	-100 	2.02939878321e-08 	17.7129411607
GENERIC_L_ALPHA_NMETHYL_AA	60 	-100 	7.1223522981e-06 	11.8522725082
GENERIC_L_ALPHA_NMETHYL_AA	70 	-100 	6.20512301018e-07 	14.2927204081
GENERIC_L_ALPHA_NMETHYL_AA	80 	-100 	1.92259747401e-07 	15.4644185282
GENERIC_L_ALPHA_NMETHYL_AA	90 	-100 	1.96443518308e-07 	15.4428908856
GENERIC_L_ALPHA_NMETHYL_AA	100 	-100 	5.4743842732e-07 	14.4180158431
GENERIC_L_ALPHA_NMETHYL_AA	110 	-100 	7.50481077761e-07 	14.102551399
GENERIC_L_ALPHA_NMETHYL_AA	120 	-100 	1.07119692503e-06 	13.7467339132
GENERIC_L_ALPHA_NMETHYL_AA	130 	-100 	2.63821447554e-08 	17.4505783906
GENERIC_L_ALPHA_NMETHYL_AA	140 	-100 	3.96194605583e-07 	14.7413603182
GENERIC_L_ALPHA_NMETHYL_AA	150 	-100 	6.81607902022e-07 	14.1988112682
GENERIC_L_ALPHA_NMETHYL_AA	160 	-100 	2.28211729407e-06 	12.9904069082
GENERIC_L_ALPHA_NMETHYL_AA	170 	-100 	1.43921134329e-07 	15.7540003657
GENERIC_L_ALPHA_NMETHYL_AA	-180 	-90 	1.28763012538e-08 	18.1678773272
GENERIC_L_ALPHA_NMETHYL_AA	-170 	-90 	1.56624740822e-07 	15.6694130785
GENERIC_L_ALPHA_NMETHYL_AA	-160 	-90 	6.15712917165e-06 	11.9978999326
GENERIC_L_ALPHA_NMETHYL_AA	-150 	-90 	7.0966489876e-06 	11.8558878589
GENERIC_L_ALPHA_NMETHYL_AA	-140 	-90 	8.55339702408e-06 	11.6691820412
GENERIC_L_ALPHA_NMETHYL_AA	-130 	-90 	3.10958057608e-05 	10.3784376109
GENERIC_L_ALPHA_NMETHYL_AA	-120 	-90 	8.14897002799e-05 	9.41503392264
GENERIC_L_ALPHA_NMETHYL_AA	-110 	-90 	4.04972920432e-05 	10.1142754492
GENERIC_L_ALPHA_NMETHYL_AA	-100 	-90 	1.22297763335e-05 	11.3116368968
GENERIC_L_ALPHA_NMETHYL_AA	-90 	-90 	2.18571084328e-06 	13.0335694536
GENERIC_L_ALPHA_NMETHYL_AA	-80 	-90 	4.97546654195e-07 	14.5135765075
GENERIC_L_ALPHA_NMETHYL_AA	-70 	-90 	4.93427111685e-07 	14.5218906857
GENERIC_L_ALPHA_NMETHYL_AA	-60 	-90 	7.57719188441e-07 	14.0929529837
GENERIC_L_ALPHA_NMETHYL_AA	-50 	-90 	6.45678549651e-07 	14.2529640582
GENERIC_L_ALPHA_NMETHYL_AA	-40 	-90 	2.65813298284e-07 	15.1404716608
GENERIC_L_ALPHA_NMETHYL_AA	-30 	-90 	7.42510400539e-08 	16.4158140519
GENERIC_L_ALPHA_NMETHYL_AA	-20 	-90 	1.66521458856e-08 	17.9107267468
GENERIC_L_ALPHA_NMETHYL_AA	-10 	-90 	9.17243141109e-11 	23.1122336234
GENERIC_L_ALPHA_NMETHYL_AA	0 	-90 	3.36935988951e-11 	24.1137132404
GENERIC_L_ALPHA_NMETHYL_AA	10 	-90 	1.07025002558e-08 	18.352788454
GENERIC_L_ALPHA_NMETHYL_AA	20 	-90 	7.45137608535e-06 	11.8071118332
GENERIC_L_ALPHA_NMETHYL_AA	30 	-90 	6.82764987971e-06 	11.8945300315
GENERIC_L_ALPHA_NMETHYL_AA	40 	-90 	2.46541368851e-06 	12.9131509396
GENERIC_L_ALPHA_NMETHYL_AA	50 	-90 	1.12829167549e-06 	13.6948058607
GENERIC_L_ALPHA_NMETHYL_AA	60 	-90 	6.30517349236e-07 	14.2767251653
GENERIC_L_ALPHA_NMETHYL_AA	70 	-90 	5.1942732345e-07 	14.4705389333
GENERIC_L_ALPHA_NMETHYL_AA	80 	-90 	4.12864408673e-07 	14.7001466062
GENERIC_L_ALPHA_NMETHYL_AA	90 	-90 	2.93591554767e-07 	15.041076305
GENERIC_L_ALPHA_NMETHYL_AA	100 	-90 	4.52641510995e-07 	14.6081653912
GENERIC_L_ALPHA_NMETHYL_AA	110 	-90 	6.54312436406e-07 	14.2396808681
GENERIC_L_ALPHA_NMETHYL_AA	120 	-90 	4.14215708818e-07 	14.696878963
GENERIC_L_ALPHA_NMETHYL_AA	130 	-90 	2.61262466584e-07 	15.1577403158
GENERIC_L_ALPHA_NMETHYL_AA	140 	-90 	3.20564648481e-07 	14.9531818696
GENERIC_L_ALPHA_NMETHYL_AA	150 	-90 	8.86648737936e-07 	13.9358169444
GENERIC_L_ALPHA_NMETHYL_AA	160 	-90 	7.40215441085e-07 	14.1163245565
GENERIC_L_ALPHA_NMETHYL_AA	170 	-90 	1.25430891258e-07 	15.8915108973
GENERIC_L_ALPHA_NMETHYL_AA	-180 	-80 	1.79953276309e-08 	17.8331536888
GENERIC_L_ALPHA_NMETHYL_AA	-170 	-80 	1.21776672316e-07 	15.9210770245
GENERIC_L_ALPHA_NMETHYL_AA	-160 	-80 	2.1970614491e-06 	13.0283897954
GENERIC_L_ALPHA_NMETHYL_AA	-150 	-80 	6.69707362264e-06 	11.9138398997
GENERIC_L_ALPHA_NMETHYL_AA	-140 	-80 	2.14022397607e-05 	10.7520149797
GENERIC_L_ALPHA_NMETHYL_AA	-130 	-80 	4.41363857512e-05 	10.028226042
GENERIC_L_ALPHA_NMETHYL_AA	-120 	-80 	5.17600857625e-05 	9.86889125085
GENERIC_L_ALPHA_NMETHYL_AA	-110 	-80 	2.72167848353e-05 	10.5116766855
GENERIC_L_ALPHA_NMETHYL_AA	-100 	-80 	1.02963421622e-05 	11.4837218557
GENERIC_L_ALPHA_NMETHYL_AA	-90 	-80 	3.20758938102e-06 	12.6499908746
GENERIC_L_ALPHA_NMETHYL_AA	-80 	-80 	1.0083336934e-06 	13.8072113981
GENERIC_L_ALPHA_NMETHYL_AA	-70 	-80 	7.47532678216e-07 	14.106487816
GENERIC_L_ALPHA_NMETHYL_AA	-60 	-80 	8.62178370076e-07 	13.9638036618
GENERIC_L_ALPHA_NMETHYL_AA	-50 	-80 	4.62638973974e-07 	14.5863188409
GENERIC_L_ALPHA_NMETHYL_AA	-40 	-80 	1.32347454279e-07 	15.8378351432
GENERIC_L_ALPHA_NMETHYL_AA	-30 	-80 	3.52630195971e-08 	17.1604310256
GENERIC_L_ALPHA_NMETHYL_AA	-20 	-80 	1.04519712598e-08 	18.376475239
GENERIC_L_ALPHA_NMETHYL_AA	-10 	-80 	6.46269297692e-10 	21.1598048295
GENERIC_L_ALPHA_NMETHYL_AA	0 	-80 	1.16473261815e-09 	20.5707742886
GENERIC_L_ALPHA_NMETHYL_AA	10 	-80 	7.90359033873e-08 	16.3533636145
GENERIC_L_ALPHA_NMETHYL_AA	20 	-80 	4.2905781934e-06 	12.3590890571
GENERIC_L_ALPHA_NMETHYL_AA	30 	-80 	4.02866554305e-06 	12.4220753676
GENERIC_L_ALPHA_NMETHYL_AA	40 	-80 	2.38446834925e-06 	12.9465343728
GENERIC_L_ALPHA_NMETHYL_AA	50 	-80 	1.32347325836e-06 	13.5352510207
GENERIC_L_ALPHA_NMETHYL_AA	60 	-80 	7.70612413185e-07 	14.0760802964
GENERIC_L_ALPHA_NMETHYL_AA	70 	-80 	4.89628642158e-07 	14.5296186063
GENERIC_L_ALPHA_NMETHYL_AA	80 	-80 	4.01584699454e-07 	14.7278473683
GENERIC_L_ALPHA_NMETHYL_AA	90 	-80 	3.37503048582e-07 	14.9016912938
GENERIC_L_ALPHA_NMETHYL_AA	100 	-80 	4.47142550634e-07 	14.620388388
GENERIC_L_ALPHA_NMETHYL_AA	110 	-80 	5.75873661021e-07 	14.3673775388
GENERIC_L_ALPHA_NMETHYL_AA	120 	-80 	4.81162893215e-07 	14.5470599688
GENERIC_L_ALPHA_NMETHYL_AA	130 	-80 	4.16828415119e-07 	14.6905911744
GENERIC_L_ALPHA_NMETHYL_AA	140 	-80 	4.88653988772e-07 	14.5316111874
GENERIC_L_ALPHA_NMETHYL_AA	150 	-80 	9.17072634708e-07 	13.9020791588
GENERIC_L_ALPHA_NMETHYL_AA	160 	-80 	6.70605566553e-07 	14.2150847021
GENERIC_L_ALPHA_NMETHYL_AA	170 	-80 	1.24091608917e-07 	15.9022457625
GENERIC_L_ALPHA_NMETHYL_AA	-180 	-70 	2.51494439405e-08 	17.4984300504
GENERIC_L_ALPHA_NMETHYL_AA	-170 	-70 	8.49999381451e-08 	16.2806153082
GENERIC_L_ALPHA_NMETHYL_AA	-160 	-70 	1.21465746649e-06 	13.6210484415
GENERIC_L_ALPHA_NMETHYL_AA	-150 	-70 	7.88934896501e-06 	11.7499969405
GENERIC_L_ALPHA_NMETHYL_AA	-140 	-70 	4.1992285698e-05 	10.0780246304
GENERIC_L_ALPHA_NMETHYL_AA	-130 	-70 	5.5596150886e-05 	9.79739658777
GENERIC_L_ALPHA_NMETHYL_AA	-120 	-70 	3.92067302674e-05 	10.1466621354
GENERIC_L_ALPHA_NMETHYL_AA	-110 	-70 	1.94710081713e-05 	10.8465839592
GENERIC_L_ALPHA_NMETHYL_AA	-100 	-70 	8.80833839194e-06 	11.6398117406
GENERIC_L_ALPHA_NMETHYL_AA	-90 	-70 	3.66547930453e-06 	12.5165514523
GENERIC_L_ALPHA_NMETHYL_AA	-80 	-70 	1.48032582885e-06 	13.4232483398
GENERIC_L_ALPHA_NMETHYL_AA	-70 	-70 	1.06630760914e-06 	13.7513087099
GENERIC_L_ALPHA_NMETHYL_AA	-60 	-70 	1.19290725032e-06 	13.6391171628
GENERIC_L_ALPHA_NMETHYL_AA	-50 	-70 	4.21378017316e-07 	14.6797355028
GENERIC_L_ALPHA_NMETHYL_AA	-40 	-70 	6.27857743392e-08 	16.5835373124
GENERIC_L_ALPHA_NMETHYL_AA	-30 	-70 	1.41724425012e-08 	18.0719664268
GENERIC_L_ALPHA_NMETHYL_AA	-20 	-70 	1.15407677667e-08 	18.2773800472
GENERIC_L_ALPHA_NMETHYL_AA	-10 	-70 	2.86511703724e-09 	19.6706566369
GENERIC_L_ALPHA_NMETHYL_AA	0 	-70 	6.63825317345e-09 	18.8304169844
GENERIC_L_ALPHA_NMETHYL_AA	10 	-70 	6.02236612001e-07 	14.3226154257
GENERIC_L_ALPHA_NMETHYL_AA	20 	-70 	5.05418900799e-06 	12.195293152
GENERIC_L_ALPHA_NMETHYL_AA	30 	-70 	3.38163774222e-06 	12.5971504267
GENERIC_L_ALPHA_NMETHYL_AA	40 	-70 	2.09760578564e-06 	13.0747139657
GENERIC_L_ALPHA_NMETHYL_AA	50 	-70 	1.2660507101e-06 	13.5796081797
GENERIC_L_ALPHA_NMETHYL_AA	60 	-70 	7.78300631764e-07 	14.0661529713
GENERIC_L_ALPHA_NMETHYL_AA	70 	-70 	5.05813356259e-07 	14.4970980969
GENERIC_L_ALPHA_NMETHYL_AA	80 	-70 	3.92512138407e-07 	14.7506983743
GENERIC_L_ALPHA_NMETHYL_AA	90 	-70 	3.50267457397e-07 	14.8645688103
GENERIC_L_ALPHA_NMETHYL_AA	100 	-70 	4.47011619629e-07 	14.620681248
GENERIC_L_ALPHA_NMETHYL_AA	110 	-70 	5.96833110621e-07 	14.3316283093
GENERIC_L_ALPHA_NMETHYL_AA	120 	-70 	3.74377223668e-07 	14.7980019284
GENERIC_L_ALPHA_NMETHYL_AA	130 	-70 	3.36562069343e-07 	14.9044832492
GENERIC_L_ALPHA_NMETHYL_AA	140 	-70 	6.68676499493e-07 	14.2179654521
GENERIC_L_ALPHA_NMETHYL_AA	150 	-70 	1.08484102056e-06 	13.7340771065
GENERIC_L_ALPHA_NMETHYL_AA	160 	-70 	8.70354399668e-07 	13.9543653523
GENERIC_L_ALPHA_NMETHYL_AA	170 	-70 	1.66168684162e-07 	15.6102623949
GENERIC_L_ALPHA_NMETHYL_AA	-180 	-60 	3.51477085324e-08 	17.1637064119
GENERIC_L_ALPHA_NMETHYL_AA	-170 	-60 	1.41122488514e-07 	15.7736376108
GENERIC_L_ALPHA_NMETHYL_AA	-160 	-60 	1.09599618986e-06 	13.7238468458
GENERIC_L_ALPHA_NMETHYL_AA	-150 	-60 	1.05346369255e-05 	11.4608419749
GENERIC_L_ALPHA_NMETHYL_AA	-140 	-60 	0.000103502961139 	9.17591033563
GENERIC_L_ALPHA_NMETHYL_AA	-130 	-60 	5.42632389607e-05 	9.82166355917
GENERIC_L_ALPHA_NMETHYL_AA	-120 	-60 	2.72510040882e-05 	10.5104201903
GENERIC_L_ALPHA_NMETHYL_AA	-110 	-60 	1.35304125568e-05 	11.2105706242
GENERIC_L_ALPHA_NMETHYL_AA	-100 	-60 	6.746675244e-06 	11.9064607309
GENERIC_L_ALPHA_NMETHYL_AA	-90 	-60 	3.36945973197e-06 	12.6007581434
GENERIC_L_ALPHA_NMETHYL_AA	-80 	-60 	1.90277579032e-06 	13.1721967957
GENERIC_L_ALPHA_NMETHYL_AA	-70 	-60 	1.18136557618e-06 	13.6488395207
GENERIC_L_ALPHA_NMETHYL_AA	-60 	-60 	1.90785223928e-06 	13.1695324307
GENERIC_L_ALPHA_NMETHYL_AA	-50 	-60 	1.80901716907e-06 	13.2227268607
GENERIC_L_ALPHA_NMETHYL_AA	-40 	-60 	7.40197188956e-09 	18.7215194007
GENERIC_L_ALPHA_NMETHYL_AA	-30 	-60 	7.6950684085e-09 	18.6826861797
GENERIC_L_ALPHA_NMETHYL_AA	-20 	-60 	3.92352074039e-09 	19.3562764382
GENERIC_L_ALPHA_NMETHYL_AA	-10 	-60 	8.79902294065e-08 	16.2460400581
GENERIC_L_ALPHA_NMETHYL_AA	0 	-60 	4.11944279923e-09 	19.3075479256
GENERIC_L_ALPHA_NMETHYL_AA	10 	-60 	7.47821533797e-06 	11.8035163856
GENERIC_L_ALPHA_NMETHYL_AA	20 	-60 	2.98706463125e-06 	12.7212193815
GENERIC_L_ALPHA_NMETHYL_AA	30 	-60 	1.96869425748e-06 	13.1381400484
GENERIC_L_ALPHA_NMETHYL_AA	40 	-60 	1.43517366152e-06 	13.4542246976
GENERIC_L_ALPHA_NMETHYL_AA	50 	-60 	1.04426177216e-06 	13.7722003603
GENERIC_L_ALPHA_NMETHYL_AA	60 	-60 	7.32026581642e-07 	14.1274490099
GENERIC_L_ALPHA_NMETHYL_AA	70 	-60 	4.95600845426e-07 	14.5174949813
GENERIC_L_ALPHA_NMETHYL_AA	80 	-60 	3.64372039103e-07 	14.8250904058
GENERIC_L_ALPHA_NMETHYL_AA	90 	-60 	3.16627140549e-07 	14.9655409681
GENERIC_L_ALPHA_NMETHYL_AA	100 	-60 	3.47169828851e-07 	14.8734517564
GENERIC_L_ALPHA_NMETHYL_AA	110 	-60 	6.23219258264e-07 	14.2883674406
GENERIC_L_ALPHA_NMETHYL_AA	120 	-60 	4.91067811042e-08 	16.8292687037
GENERIC_L_ALPHA_NMETHYL_AA	130 	-60 	3.5125445501e-08 	17.1643400261
GENERIC_L_ALPHA_NMETHYL_AA	140 	-60 	9.54513528336e-07 	13.8620640207
GENERIC_L_ALPHA_NMETHYL_AA	150 	-60 	1.23469480717e-06 	13.6046867381
GENERIC_L_ALPHA_NMETHYL_AA	160 	-60 	1.49374593045e-06 	13.4142235457
GENERIC_L_ALPHA_NMETHYL_AA	170 	-60 	2.09378451307e-07 	15.3791224506
GENERIC_L_ALPHA_NMETHYL_AA	-180 	-50 	4.91208242218e-08 	16.8289827735
GENERIC_L_ALPHA_NMETHYL_AA	-170 	-50 	2.15619591356e-07 	15.349750133
GENERIC_L_ALPHA_NMETHYL_AA	-160 	-50 	1.45494655493e-06 	13.44054139
GENERIC_L_ALPHA_NMETHYL_AA	-150 	-50 	1.08543427047e-05 	11.4309453088
GENERIC_L_ALPHA_NMETHYL_AA	-140 	-50 	4.44701929505e-05 	10.0206914146
GENERIC_L_ALPHA_NMETHYL_AA	-130 	-50 	5.59736745298e-05 	9.79062907544
GENERIC_L_ALPHA_NMETHYL_AA	-120 	-50 	2.47231088741e-05 	10.6077721698
GENERIC_L_ALPHA_NMETHYL_AA	-110 	-50 	1.07305479461e-05 	11.4424159359
GENERIC_L_ALPHA_NMETHYL_AA	-100 	-50 	4.95882486689e-06 	12.2143417673
GENERIC_L_ALPHA_NMETHYL_AA	-90 	-50 	2.59243205949e-06 	12.8629141037
GENERIC_L_ALPHA_NMETHYL_AA	-80 	-50 	1.09689927646e-06 	13.7230231982
GENERIC_L_ALPHA_NMETHYL_AA	-70 	-50 	1.77212338452e-06 	13.2433320781
GENERIC_L_ALPHA_NMETHYL_AA	-60 	-50 	1.90986897327e-05 	10.8658908256
GENERIC_L_ALPHA_NMETHYL_AA	-50 	-50 	1.25252113723e-06 	13.5903521281
GENERIC_L_ALPHA_NMETHYL_AA	-40 	-50 	1.54173757035e-07 	15.6851855781
GENERIC_L_ALPHA_NMETHYL_AA	-30 	-50 	4.13458550282e-08 	17.0012936617
GENERIC_L_ALPHA_NMETHYL_AA	-20 	-50 	9.94476700093e-08 	16.1236342607
GENERIC_L_ALPHA_NMETHYL_AA	-10 	-50 	1.46923631835e-07 	15.7333528965
GENERIC_L_ALPHA_NMETHYL_AA	0 	-50 	9.97962409015e-08 	16.1201353207
GENERIC_L_ALPHA_NMETHYL_AA	10 	-50 	7.50635013163e-07 	14.1023463044
GENERIC_L_ALPHA_NMETHYL_AA	20 	-50 	1.11114983289e-06 	13.7101151933
GENERIC_L_ALPHA_NMETHYL_AA	30 	-50 	1.07212052209e-06 	13.7458720743
GENERIC_L_ALPHA_NMETHYL_AA	40 	-50 	9.40898188766e-07 	13.8764308979
GENERIC_L_ALPHA_NMETHYL_AA	50 	-50 	7.78451938097e-07 	14.0659585841
GENERIC_L_ALPHA_NMETHYL_AA	60 	-50 	6.14031164507e-07 	14.3032201536
GENERIC_L_ALPHA_NMETHYL_AA	70 	-50 	4.61723799235e-07 	14.5882989618
GENERIC_L_ALPHA_NMETHYL_AA	80 	-50 	3.26935408953e-07 	14.9335032117
GENERIC_L_ALPHA_NMETHYL_AA	90 	-50 	3.20056177087e-07 	14.9547693032
GENERIC_L_ALPHA_NMETHYL_AA	100 	-50 	4.7325216198e-08 	16.8662225715
GENERIC_L_ALPHA_NMETHYL_AA	110 	-50 	2.45152776137e-09 	19.8265544307
GENERIC_L_ALPHA_NMETHYL_AA	120 	-50 	1.0310921488e-10 	22.9952323508
GENERIC_L_ALPHA_NMETHYL_AA	130 	-50 	2.22854412452e-13 	29.1322576956
GENERIC_L_ALPHA_NMETHYL_AA	140 	-50 	1.76620296069e-06 	13.2466785356
GENERIC_L_ALPHA_NMETHYL_AA	150 	-50 	1.70964347111e-06 	13.2792257056
GENERIC_L_ALPHA_NMETHYL_AA	160 	-50 	1.20105282367e-06 	13.6323120328
GENERIC_L_ALPHA_NMETHYL_AA	170 	-50 	2.5045548813e-07 	15.1999846243
GENERIC_L_ALPHA_NMETHYL_AA	-180 	-40 	6.8649009366e-08 	16.494259135
GENERIC_L_ALPHA_NMETHYL_AA	-170 	-40 	3.14405981887e-07 	14.9725807502
GENERIC_L_ALPHA_NMETHYL_AA	-160 	-40 	1.91017661364e-06 	13.1683148523
GENERIC_L_ALPHA_NMETHYL_AA	-150 	-40 	1.05435359787e-05 	11.4599975893
GENERIC_L_ALPHA_NMETHYL_AA	-140 	-40 	3.26885520726e-05 	10.3284856309
GENERIC_L_ALPHA_NMETHYL_AA	-130 	-40 	4.85154719555e-05 	9.9336278015
GENERIC_L_ALPHA_NMETHYL_AA	-120 	-40 	2.75520933268e-05 	10.4994320424
GENERIC_L_ALPHA_NMETHYL_AA	-110 	-40 	1.08119325634e-05 	11.4348601668
GENERIC_L_ALPHA_NMETHYL_AA	-100 	-40 	4.79117213807e-06 	12.2487354712
GENERIC_L_ALPHA_NMETHYL_AA	-90 	-40 	2.70659823904e-06 	12.8198179739
GENERIC_L_ALPHA_NMETHYL_AA	-80 	-40 	2.80360222609e-06 	12.7846054583
GENERIC_L_ALPHA_NMETHYL_AA	-70 	-40 	1.51421550643e-06 	13.4006130707
GENERIC_L_ALPHA_NMETHYL_AA	-60 	-40 	1.13336600397e-06 	13.6903185884
GENERIC_L_ALPHA_NMETHYL_AA	-50 	-40 	1.72406407121e-08 	17.8759964081
GENERIC_L_ALPHA_NMETHYL_AA	-40 	-40 	2.63450776312e-06 	12.8468142006
GENERIC_L_ALPHA_NMETHYL_AA	-30 	-40 	1.18097469866e-08 	18.2543406306
GENERIC_L_ALPHA_NMETHYL_AA	-20 	-40 	1.15861222343e-06 	13.6682876282
GENERIC_L_ALPHA_NMETHYL_AA	-10 	-40 	3.10616210222e-07 	14.9847077376
GENERIC_L_ALPHA_NMETHYL_AA	0 	-40 	3.06214870621e-07 	14.9989787898
GENERIC_L_ALPHA_NMETHYL_AA	10 	-40 	5.70703498753e-07 	14.3763960288
GENERIC_L_ALPHA_NMETHYL_AA	20 	-40 	7.63531696178e-07 	14.0853111988
GENERIC_L_ALPHA_NMETHYL_AA	30 	-40 	7.82574288635e-07 	14.0606769815
GENERIC_L_ALPHA_NMETHYL_AA	40 	-40 	7.40746615025e-07 	14.1156072202
GENERIC_L_ALPHA_NMETHYL_AA	50 	-40 	6.50458230691e-07 	14.2455887521
GENERIC_L_ALPHA_NMETHYL_AA	60 	-40 	5.37377968885e-07 	14.4365641374
GENERIC_L_ALPHA_NMETHYL_AA	70 	-40 	4.26775257536e-07 	14.6670082912
GENERIC_L_ALPHA_NMETHYL_AA	80 	-40 	3.1295885967e-07 	14.9771940938
GENERIC_L_ALPHA_NMETHYL_AA	90 	-40 	1.09506669522e-07 	16.0272803807
GENERIC_L_ALPHA_NMETHYL_AA	100 	-40 	4.57502700008e-08 	16.9000681436
GENERIC_L_ALPHA_NMETHYL_AA	110 	-40 	1.54109562886e-08 	17.9881871332
GENERIC_L_ALPHA_NMETHYL_AA	120 	-40 	2.80050618758e-09 	19.6934656548
GENERIC_L_ALPHA_NMETHYL_AA	130 	-40 	5.79667182336e-10 	21.2685670006
GENERIC_L_ALPHA_NMETHYL_AA	140 	-40 	2.21711187639e-06 	13.0193051656
GENERIC_L_ALPHA_NMETHYL_AA	150 	-40 	1.70413432446e-06 	13.2824533038
GENERIC_L_ALPHA_NMETHYL_AA	160 	-40 	1.13440233929e-06 	13.689404619
GENERIC_L_ALPHA_NMETHYL_AA	170 	-40 	3.03033981881e-07 	15.0094208863
GENERIC_L_ALPHA_NMETHYL_AA	-180 	-30 	9.59407046113e-08 	16.1595354966
GENERIC_L_ALPHA_NMETHYL_AA	-170 	-30 	4.49315944225e-07 	14.6155395347
GENERIC_L_ALPHA_NMETHYL_AA	-160 	-30 	2.51534484053e-06 	12.8931006503
GENERIC_L_ALPHA_NMETHYL_AA	-150 	-30 	1.1701359207e-05 	11.3558055514
GENERIC_L_ALPHA_NMETHYL_AA	-140 	-30 	3.24079692907e-05 	10.3371061996
GENERIC_L_ALPHA_NMETHYL_AA	-130 	-30 	4.87303028407e-05 	9.92920948646
GENERIC_L_ALPHA_NMETHYL_AA	-120 	-30 	3.34251174762e-05 	10.3062029204
GENERIC_L_ALPHA_NMETHYL_AA	-110 	-30 	1.25395971833e-05 	11.2866191458
GENERIC_L_ALPHA_NMETHYL_AA	-100 	-30 	4.97175364394e-06 	12.2117379342
GENERIC_L_ALPHA_NMETHYL_AA	-90 	-30 	2.68032826065e-06 	12.8295712856
GENERIC_L_ALPHA_NMETHYL_AA	-80 	-30 	4.2350221399e-06 	12.372122002
GENERIC_L_ALPHA_NMETHYL_AA	-70 	-30 	0.0015033147236 	6.50008279319
GENERIC_L_ALPHA_NMETHYL_AA	-60 	-30 	9.87628088732e-06 	11.5253745455
GENERIC_L_ALPHA_NMETHYL_AA	-50 	-30 	3.58444140647e-07 	14.8414930031
GENERIC_L_ALPHA_NMETHYL_AA	-40 	-30 	3.95684742151e-07 	14.7426480484
GENERIC_L_ALPHA_NMETHYL_AA	-30 	-30 	2.9991454191e-07 	15.0197682632
GENERIC_L_ALPHA_NMETHYL_AA	-20 	-30 	4.46910639262e-07 	14.6209071745
