

VARS   PHI PSI -180 -175 -170 -165 -160 -155 -150 -145 -140 -135 -130 -125 -120 -115 -110 -105 -100 -95 -90 -85 -80 -75 -70 -65 -60 -55 -50 -45 -40 -35 -30 -25 -20 -15 -10 -5 0 5 10 15 20 25 30 35 40 45 50 55 60 65 70 75 80 85 90 95 100 105 110 115 120 125 130 135 140 145 150 155 160 165 170 175 
FORMAT %8.3f %8.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f %6.3f

  35.000   35.000  0.704  0.748  0.798  0.859  0.939  1.047  1.190  1.319  1.090  0.904  0.932  1.013  1.131  1.280  1.443  1.602  1.740  1.853  1.940  2.007  2.058  2.097  2.127  2.150  2.167  2.180  2.189  2.193  2.182  2.098  1.722  1.046  0.679  0.627  0.661  0.712  0.767  0.822  0.877  0.930  0.980  1.025  1.064  1.098  1.126  1.149  1.165  1.173  1.167  1.135  1.058  0.925  0.764  0.626  0.538  0.493  0.473  0.465  0.461  0.460  0.459  0.459  0.459  0.459  0.460  0.461  0.468  0.487  0.525  0.576  0.623  0.664
  40.000   40.000  0.627  0.672  0.717  0.769  0.835  0.923  1.043  1.172  1.039  0.919  0.969  1.071  1.209  1.371  1.537  1.689  1.817  1.917  1.994  2.052  2.097  2.131  2.157  2.177  2.192  2.203  2.209  2.195  2.084  1.625  0.930  0.592  0.541  0.568  0.611  0.659  0.711  0.764  0.818  0.871  0.922  0.968  1.011  1.047  1.078  1.103  1.122  1.131  1.126  1.093  1.013  0.881  0.727  0.602  0.525  0.488  0.471  0.464  0.461  0.460  0.459  0.459  0.459  0.459  0.459  0.459  0.460  0.461  0.468  0.487  0.526  0.578
  45.000   45.000  0.527  0.582  0.635  0.686  0.743  0.814  0.912  1.032  0.994  0.943  1.018  1.140  1.295  1.464  1.628  1.771  1.885  1.973  2.040  2.091  2.129  2.158  2.181  2.199  2.211  2.217  2.198  2.049  1.508  0.823  0.522  0.474  0.493  0.527  0.567  0.611  0.658  0.709  0.761  0.813  0.864  0.911  0.955  0.994  1.027  1.055  1.075  1.086  1.082  1.048  0.968  0.837  0.693  0.580  0.515  0.483  0.469  0.463  0.461  0.460  0.459  0.459  0.459  0.459  0.459  0.459  0.459  0.459  0.460  0.461  0.468  0.487
  50.000   50.000  0.468  0.487  0.530  0.589  0.651  0.717  0.798  0.906  0.956  0.977  1.077  1.220  1.387  1.558  1.714  1.844  1.945  2.021  2.079  2.122  2.156  2.181  2.200  2.214  2.220  2.192  1.996  1.379  0.727  0.467  0.425  0.437  0.462  0.493  0.528  0.568  0.611  0.658  0.707  0.757  0.807  0.854  0.899  0.940  0.975  1.004  1.027  1.040  1.036  1.002  0.922  0.796  0.662  0.562  0.506  0.479  0.467  0.462  0.460  0.460  0.459  0.459  0.459  0.459  0.459  0.459  0.459  0.459  0.459  0.459  0.460  0.461
  55.000   55.000  0.460  0.461  0.468  0.489  0.536  0.606  0.687  0.790  0.924  1.022  1.148  1.307  1.481  1.649  1.793  1.908  1.996  2.062  2.111  2.149  2.177  2.198  2.214  2.219  2.178  1.925  1.246  0.645  0.426  0.390  0.397  0.415  0.437  0.464  0.494  0.529  0.569  0.611  0.657  0.704  0.752  0.799  0.844  0.885  0.922  0.953  0.977  0.991  0.989  0.956  0.878  0.758  0.635  0.547  0.498  0.475  0.466  0.462  0.460  0.459  0.459  0.459  0.459  0.459  0.459  0.459  0.459  0.459  0.459  0.459  0.459  0.459
  60.000   60.000  0.459  0.459  0.460  0.461  0.469  0.492  0.545  0.632  0.844  1.071  1.228  1.400  1.575  1.733  1.863  1.964  2.040  2.096  2.138  2.170  2.194  2.210  2.214  2.157  1.835  1.115  0.576  0.396  0.366  0.370  0.382  0.397  0.416  0.439  0.466  0.496  0.531  0.570  0.612  0.656  0.701  0.747  0.791  0.832  0.869  0.901  0.927  0.942  0.941  0.910  0.835  0.722  0.611  0.533  0.492  0.473  0.465  0.461  0.460  0.459  0.459  0.459  0.459  0.459  0.459  0.459  0.459  0.459  0.459  0.459  0.459  0.459
  65.000   65.000  0.459  0.459  0.459  0.459  0.459  0.459  0.459  0.459  0.478  0.724  1.239  1.489  1.664  1.810  1.925  2.012  2.076  2.124  2.160  2.186  2.204  2.205  2.126  1.730  0.992  0.519  0.374  0.350  0.352  0.360  0.370  0.383  0.399  0.418  0.441  0.468  0.499  0.533  0.571  0.612  0.654  0.698  0.740  0.781  0.818  0.851  0.877  0.894  0.895  0.866  0.794  0.690  0.589  0.522  0.487  0.470  0.464  0.461  0.460  0.459  0.459  0.459  0.459  0.459  0.459  0.459  0.459  0.459  0.459  0.459  0.459  0.459
  70.000   70.000  0.459  0.459  0.459  0.458  0.455  0.452  0.451  0.450  0.451  0.455  0.535  1.148  1.706  1.876  1.977  2.052  2.106  2.146  2.176  2.196  2.192  2.084  1.610  0.879  0.473  0.358  0.340  0.341  0.346  0.352  0.361  0.372  0.385  0.401  0.421  0.444  0.471  0.501  0.535  0.572  0.612  0.652  0.693  0.732  0.769  0.802  0.829  0.847  0.850  0.823  0.757  0.661  0.571  0.512  0.482  0.469  0.463  0.461  0.460  0.459  0.459  0.459  0.459  0.459  0.459  0.459  0.459  0.459  0.459  0.459  0.459  0.459
  75.000   75.000  0.459  0.459  0.457  0.453  0.451  0.451  0.450  0.451  0.451  0.451  0.453  0.474  0.787  1.719  2.010  2.084  2.130  2.163  2.184  2.176  2.031  1.481  0.778  0.436  0.347  0.333  0.333  0.336  0.341  0.346  0.354  0.362  0.374  0.387  0.404  0.424  0.447  0.474  0.504  0.538  0.574  0.612  0.650  0.688  0.724  0.756  0.784  0.803  0.806  0.783  0.722  0.635  0.555  0.504  0.479  0.467  0.462  0.460  0.460  0.459  0.459  0.459  0.459  0.459  0.459  0.459  0.459  0.459  0.459  0.459  0.459  0.459
  80.000   80.000  0.458  0.455  0.452  0.451  0.451  0.451  0.451  0.451  0.452  0.452  0.454  0.458  0.467  0.572  1.368  2.055  2.146  2.171  2.155  1.965  1.347  0.690  0.407  0.339  0.329  0.329  0.331  0.333  0.337  0.342  0.348  0.355  0.364  0.376  0.390  0.407  0.427  0.450  0.477  0.508  0.540  0.575  0.611  0.647  0.682  0.714  0.741  0.761  0.766  0.746  0.691  0.612  0.542  0.498  0.476  0.466  0.462  0.460  0.459  0.459  0.459  0.459  0.459  0.459  0.459  0.459  0.459  0.459  0.459  0.459  0.459  0.459
  85.000   85.000  0.453  0.451  0.451  0.451  0.451  0.451  0.451  0.452  0.453  0.454  0.458  0.463  0.473  0.492  0.545  0.927  1.928  2.118  1.884  1.212  0.615  0.385  0.334  0.326  0.326  0.327  0.329  0.331  0.334  0.338  0.343  0.349  0.357  0.366  0.378  0.393  0.410  0.431  0.455  0.482  0.511  0.544  0.577  0.611  0.644  0.675  0.702  0.722  0.729  0.712  0.663  0.592  0.530  0.492  0.473  0.465  0.461  0.460  0.459  0.459  0.459  0.459  0.459  0.459  0.459  0.459  0.459  0.459  0.459  0.459  0.458  0.457
  90.000   90.000  0.451  0.451  0.451  0.451  0.451  0.451  0.452  0.453  0.455  0.458  0.464  0.474  0.492  0.522  0.574  0.659  0.845  1.430  1.084  0.553  0.369  0.330  0.324  0.324  0.325  0.326  0.327  0.329  0.332  0.335  0.339  0.344  0.351  0.359  0.369  0.381  0.396  0.414  0.435  0.460  0.486  0.516  0.547  0.579  0.610  0.640  0.667  0.687  0.696  0.682  0.638  0.575  0.521  0.488  0.471  0.464  0.461  0.460  0.459  0.459  0.459  0.459  0.459  0.459  0.459  0.459  0.459  0.459  0.459  0.458  0.455  0.452
  95.000   95.000  0.451  0.451  0.451  0.452  0.452  0.453  0.453  0.455  0.458  0.464  0.474  0.492  0.523  0.574  0.654  0.771  0.930  1.114  0.798  0.370  0.328  0.323  0.323  0.323  0.324  0.325  0.326  0.328  0.330  0.333  0.336  0.340  0.346  0.353  0.361  0.372  0.385  0.401  0.419  0.441  0.465  0.492  0.521  0.550  0.580  0.609  0.635  0.656  0.665  0.654  0.616  0.561  0.513  0.484  0.470  0.463  0.461  0.460  0.459  0.459  0.459  0.459  0.459  0.459  0.459  0.459  0.459  0.459  0.457  0.454  0.452  0.451
 100.000  100.000  0.452  0.452  0.452  0.453  0.453  0.454  0.456  0.459  0.465  0.475  0.493  0.523  0.574  0.653  0.769  0.926  1.114  1.292  1.289  0.608  0.337  0.323  0.323  0.323  0.324  0.324  0.325  0.327  0.329  0.331  0.334  0.337  0.342  0.348  0.355  0.365  0.376  0.390  0.406  0.425  0.447  0.472  0.498  0.526  0.554  0.582  0.607  0.628  0.638  0.630  0.597  0.548  0.506  0.481  0.468  0.463  0.461  0.460  0.459  0.459  0.459  0.459  0.459  0.459  0.459  0.459  0.458  0.456  0.454  0.453  0.452  0.452
 105.000  105.000  0.453  0.454  0.454  0.454  0.455  0.457  0.460  0.466  0.476  0.494  0.524  0.574  0.653  0.768  0.922  1.109  1.299  1.412  1.349  1.159  0.617  0.343  0.323  0.323  0.323  0.324  0.325  0.326  0.327  0.329  0.332  0.335  0.339  0.344  0.350  0.358  0.368  0.380  0.395  0.412  0.432  0.454  0.479  0.505  0.532  0.558  0.583  0.603  0.615  0.609  0.581  0.538  0.500  0.478  0.467  0.462  0.460  0.460  0.459  0.459  0.459  0.459  0.459  0.459  0.460  0.460  0.459  0.456  0.455  0.454  0.454  0.453
 110.000  110.000  0.456  0.456  0.456  0.457  0.459  0.462  0.468  0.478  0.495  0.525  0.575  0.653  0.766  0.919  1.104  1.299  1.448  1.449  1.307  1.194  1.107  0.688  0.355  0.324  0.323  0.323  0.324  0.325  0.326  0.328  0.330  0.333  0.336  0.341  0.346  0.353  0.362  0.373  0.386  0.401  0.419  0.440  0.462  0.487  0.512  0.537  0.561  0.582  0.594  0.591  0.567  0.529  0.496  0.476  0.466  0.462  0.460  0.460  0.459  0.459  0.459  0.460  0.462  0.466  0.471  0.468  0.463  0.460  0.458  0.457  0.456  0.456
 115.000  115.000  0.459  0.459  0.460  0.462  0.465  0.471  0.481  0.498  0.528  0.577  0.653  0.765  0.916  1.099  1.294  1.462  1.527  1.418  1.256  1.173  1.145  1.103  0.762  0.378  0.325  0.322  0.323  0.324  0.326  0.327  0.329  0.331  0.334  0.338  0.343  0.349  0.357  0.367  0.378  0.392  0.408  0.427  0.448  0.471  0.495  0.519  0.543  0.563  0.576  0.575  0.555  0.521  0.492  0.474  0.465  0.462  0.460  0.460  0.460  0.462  0.467  0.480  0.501  0.507  0.494  0.480  0.471  0.466  0.462  0.461  0.460  0.459
 120.000  120.000  0.465  0.465  0.467  0.470  0.476  0.486  0.503  0.532  0.580  0.655  0.765  0.912  1.092  1.286  1.463  1.572  1.532  1.354  1.214  1.159  1.142  1.133  1.060  0.715  0.400  0.318  0.311  0.317  0.322  0.325  0.327  0.330  0.333  0.336  0.340  0.346  0.353  0.361  0.372  0.385  0.399  0.417  0.436  0.458  0.480  0.504  0.526  0.546  0.560  0.561  0.544  0.515  0.489  0.473  0.465  0.462  0.462  0.466  0.478  0.509  0.568  0.614  0.596  0.554  0.520  0.497  0.484  0.475  0.470  0.467  0.466  0.465
 125.000  125.000  0.474  0.475  0.478  0.483  0.493  0.510  0.538  0.585  0.658  0.765  0.909  1.085  1.276  1.455  1.588  1.615  1.480  1.288  1.185  1.150  1.141  1.137  1.097  0.860  0.539  0.360  0.272  0.245  0.261  0.288  0.308  0.320  0.328  0.333  0.338  0.343  0.349  0.357  0.367  0.378  0.392  0.408  0.426  0.446  0.468  0.490  0.512  0.532  0.547  0.550  0.536  0.510  0.486  0.473  0.470  0.477  0.504  0.572  0.700  0.823  0.832  0.756  0.670  0.603  0.555  0.523  0.503  0.490  0.483  0.478  0.475  0.474
 130.000  130.000  0.489  0.491  0.496  0.505  0.521  0.548  0.593  0.663  0.766  0.906  1.076  1.263  1.441  1.585  1.658  1.598  1.402  1.236  1.166  1.144  1.140  1.140  1.120  0.939  0.636  0.435  0.312  0.232  0.185  0.168  0.180  0.214  0.257  0.293  0.317  0.332  0.343  0.352  0.361  0.373  0.385  0.400  0.418  0.437  0.457  0.479  0.500  0.520  0.535  0.540  0.529  0.508  0.495  0.507  0.564  0.698  0.914  1.112  1.164  1.090  0.971  0.851  0.746  0.663  0.602  0.560  0.531  0.513  0.502  0.495  0.491  0.489
 135.000  135.000  0.513  0.516  0.524  0.538  0.564  0.606  0.672  0.770  0.902  1.066  1.247  1.422  1.570  1.668  1.675  1.536  1.325  1.199  1.154  1.141  1.140  1.144  1.142  1.018  0.741  0.522  0.375  0.275  0.208  0.166  0.142  0.132  0.135  0.149  0.178  0.221  0.268  0.308  0.338  0.359  0.377  0.393  0.411  0.430  0.450  0.472  0.493  0.514  0.530  0.538  0.541  0.568  0.673  0.895  1.184  1.403  1.466  1.418  1.318  1.197  1.068  0.944  0.831  0.737  0.663  0.610  0.573  0.548  0.532  0.521  0.515  0.513
 140.000  140.000  0.548  0.554  0.566  0.588  0.626  0.686  0.777  0.900  1.055  1.227  1.398  1.547  1.658  1.708  1.647  1.451  1.262  1.174  1.147  1.140  1.140  1.148  1.164  1.098  0.856  0.622  0.451  0.330  0.246  0.191  0.157  0.139  0.130  0.127  0.127  0.132  0.142  0.162  0.197  0.250  0.313  0.375  0.427  0.470  0.509  0.545  0.578  0.606  0.624  0.642  0.706  0.885  1.169  1.440  1.588  1.614  1.568  1.487  1.386  1.274  1.154  1.034  0.920  0.820  0.738  0.675  0.628  0.596  0.575  0.561  0.552  0.548
 145.000  145.000  0.599  0.607  0.625  0.656  0.709  0.788  0.900  1.042  1.204  1.368  1.516  1.634  1.708  1.710  1.583  1.365  1.216  1.159  1.142  1.139  1.141  1.153  1.188  1.179  0.981  0.738  0.542  0.396  0.293  0.224  0.180  0.154  0.140  0.134  0.132  0.132  0.134  0.140  0.151  0.180  0.242  0.356  0.515  0.674  0.781  0.833  0.844  0.826  0.783  0.743  0.768  0.913  1.162  1.418  1.575  1.619  1.589  1.522  1.435  1.335  1.227  1.116  1.008  0.908  0.822  0.752  0.699  0.660  0.633  0.615  0.604  0.599
 150.000  150.000  0.667  0.677  0.700  0.742  0.808  0.904  1.029  1.177  1.332  1.477  1.598  1.687  1.728  1.679  1.497  1.291  1.185  1.150  1.140  1.138  1.142  1.159  1.214  1.258  1.110  0.866  0.647  0.476  0.351  0.265  0.208  0.174  0.155  0.145  0.141  0.140  0.142  0.146  0.158  0.186  0.249  0.368  0.543  0.721  0.835  0.881  0.883  0.855  0.803  0.752  0.751  0.853  1.062  1.314  1.508  1.592  1.591  1.542  1.469  1.382  1.286  1.186  1.087  0.993  0.908  0.838  0.781  0.739  0.708  0.686  0.672  0.666
 155.000  155.000  0.748  0.760  0.788  0.838  0.914  1.018  1.148  1.290  1.429  1.552  1.650  1.715  1.723  1.620  1.406  1.236  1.166  1.144  1.138  1.138  1.143  1.166  1.242  1.336  1.238  1.003  0.767  0.571  0.422  0.315  0.244  0.200  0.174  0.160  0.154  0.152  0.152  0.157  0.169  0.198  0.264  0.386  0.561  0.735  0.845  0.889  0.892  0.865  0.815  0.759  0.742  0.810  0.979  1.211  1.423  1.545  1.575  1.547  1.489  1.414  1.330  1.242  1.153  1.068  0.991  0.924  0.869  0.826  0.793  0.769  0.754  0.747
 160.000  160.000  0.835  0.849  0.880  0.933  1.013  1.119  1.243  1.374  1.496  1.600  1.680  1.723  1.694  1.538  1.325  1.198  1.154  1.141  1.138  1.138  1.145  1.175  1.272  1.412  1.360  1.144  0.900  0.680  0.506  0.377  0.289  0.232  0.198  0.180  0.170  0.166  0.166  0.171  0.184  0.215  0.284  0.409  0.583  0.751  0.856  0.898  0.901  0.877  0.829  0.771  0.743  0.786  0.918  1.121  1.332  1.481  1.543  1.538  1.495  1.432  1.359  1.282  1.205  1.131  1.063  1.003  0.953  0.913  0.882  0.858  0.842  0.834
 165.000  165.000  0.920  0.933  0.963  1.017  1.096  1.198  1.313  1.430  1.538  1.628  1.693  1.714  1.641  1.447  1.260  1.174  1.146  1.139  1.137  1.139  1.147  1.185  1.307  1.484  1.472  1.282  1.039  0.803  0.604  0.452  0.344  0.273  0.229  0.204  0.191  0.185  0.185  0.189  0.204  0.238  0.310  0.437  0.609  0.771  0.871  0.911  0.914  0.892  0.846  0.789  0.752  0.776  0.878  1.050  1.247  1.409  1.496  1.514  1.488  1.437  1.375  1.309  1.242  1.178  1.121  1.070  1.028  0.993  0.965  0.943  0.928  0.919
 170.000  170.000  0.993  1.004  1.033  1.084  1.158  1.253  1.360  1.466  1.562  1.641  1.693  1.688  1.568  1.360  1.215  1.159  1.142  1.138  1.137  1.139  1.150  1.197  1.346  1.554  1.570  1.410  1.180  0.937  0.717  0.540  0.411  0.323  0.268  0.236  0.218  0.210  0.209  0.214  0.230  0.268  0.345  0.475  0.644  0.799  0.892  0.929  0.932  0.912  0.869  0.812  0.770  0.778  0.857  0.999  1.176  1.337  1.440  1.478  1.468  1.431  1.379  1.322  1.265  1.211  1.163  1.122  1.088  1.059  1.035  1.016  1.002  0.993
 175.000  175.000  1.051  1.060  1.086  1.133  1.202  1.290  1.388  1.486  1.574  1.644  1.681  1.642  1.481  1.287  1.184  1.149  1.140  1.137  1.137  1.140  1.154  1.213  1.389  1.619  1.655  1.523  1.315  1.076  0.842  0.643  0.490  0.384  0.316  0.275  0.252  0.242  0.239  0.246  0.265  0.309  0.391  0.524  0.691  0.837  0.922  0.954  0.957  0.938  0.899  0.843  0.796  0.792  0.850  0.968  1.121  1.272  1.382  1.434  1.439  1.414  1.372  1.324  1.276  1.231  1.192  1.159  1.132  1.110  1.091  1.075  1.062  1.053
