# Generic MM-derived Ramachandran table for oligo-urea L-alanine, at pre-proline
# positions.  Data created by Tim Craven (twcraven@uw.edu) on 19 Sept 2017.  Added
# to Rosetta by Vikram K. Mulligan (vmullig@uw.edu) on 26 Sept 2017.
@N_MAINCHAIN_TORSIONS 3
@N_MAINCHAIN_TORSIONS_TOTAL 4
@MAINCHAIN_TORSIONS_PROVIDED 1 2 3
@DIMENSIONS 36 36 36
@OFFSETS 5 5 5
#Resname	phi	theta	psi	probability	-log(prob)
GENERIC_OLIGOUREA_ALA	-70 	-130 	-30 	9.36624422331e-57 	129.010238115
GENERIC_OLIGOUREA_ALA	-70 	-130 	-20 	1.78010695359e-71 	162.906868154
GENERIC_OLIGOUREA_ALA	-70 	-130 	-10 	7.96862307238e-85 	193.64422119
GENERIC_OLIGOUREA_ALA	-70 	-130 	0 	4.40163797039e-93 	212.658436911
GENERIC_OLIGOUREA_ALA	-70 	-130 	10 	9.76708992259e-93 	211.861395085
GENERIC_OLIGOUREA_ALA	-70 	-130 	20 	1.88554874428e-83 	190.480343829
GENERIC_OLIGOUREA_ALA	-70 	-130 	30 	3.59603844256e-66 	150.690783331
GENERIC_OLIGOUREA_ALA	-70 	-130 	40 	6.51120663267e-49 	110.953144767
GENERIC_OLIGOUREA_ALA	-70 	-130 	50 	3.03400739508e-31 	70.2702535645
GENERIC_OLIGOUREA_ALA	-70 	-130 	60 	1.38729919373e-15 	34.211417564
GENERIC_OLIGOUREA_ALA	-70 	-130 	70 	7.07702322895e-07 	14.1612422796
GENERIC_OLIGOUREA_ALA	-70 	-130 	80 	3.66226695386e-05 	10.214843123
GENERIC_OLIGOUREA_ALA	-70 	-130 	90 	6.40677257438e-05 	9.65556981937
GENERIC_OLIGOUREA_ALA	-70 	-130 	100 	5.17744022413e-05 	9.86861469606
GENERIC_OLIGOUREA_ALA	-70 	-130 	110 	3.41564882861e-05 	10.2845579963
GENERIC_OLIGOUREA_ALA	-70 	-130 	120 	2.57406161353e-05 	10.5674404192
GENERIC_OLIGOUREA_ALA	-70 	-130 	130 	2.72420273952e-05 	10.5107496523
GENERIC_OLIGOUREA_ALA	-70 	-130 	140 	3.91316064476e-05 	10.1485800685
GENERIC_OLIGOUREA_ALA	-70 	-130 	150 	6.22457301108e-05 	9.68442061757
GENERIC_OLIGOUREA_ALA	-70 	-130 	160 	9.14583790691e-05 	9.29962656273
GENERIC_OLIGOUREA_ALA	-70 	-130 	170 	0.000115261593051 	9.06830629068
GENERIC_OLIGOUREA_ALA	-70 	-130 	180 	0.000123941480883 	8.99570103212
GENERIC_OLIGOUREA_ALA	-70 	-120 	-180 	0.000125116037812 	8.98626894877
GENERIC_OLIGOUREA_ALA	-70 	-120 	-170 	0.000115512896619 	9.06612837519
GENERIC_OLIGOUREA_ALA	-70 	-120 	-160 	9.11554230371e-05 	9.30294456286
GENERIC_OLIGOUREA_ALA	-70 	-120 	-150 	6.16675636249e-05 	9.69375247639
GENERIC_OLIGOUREA_ALA	-70 	-120 	-140 	3.82521905083e-05 	10.1713097311
GENERIC_OLIGOUREA_ALA	-70 	-120 	-130 	2.59021504299e-05 	10.5611845645
GENERIC_OLIGOUREA_ALA	-70 	-120 	-120 	2.3579994578e-05 	10.6551118928
GENERIC_OLIGOUREA_ALA	-70 	-120 	-110 	3.0343869534e-05 	10.4029160532
GENERIC_OLIGOUREA_ALA	-70 	-120 	-100 	4.54785806242e-05 	9.99826909836
GENERIC_OLIGOUREA_ALA	-70 	-120 	-90 	5.68284597851e-05 	9.77547330517
GENERIC_OLIGOUREA_ALA	-70 	-120 	-80 	3.51676346977e-05 	10.2553843671
GENERIC_OLIGOUREA_ALA	-70 	-120 	-70 	1.47783826875e-06 	13.4249301672
GENERIC_OLIGOUREA_ALA	-70 	-120 	-60 	2.81163212884e-14 	31.2024261584
GENERIC_OLIGOUREA_ALA	-70 	-120 	-50 	6.2401485305e-29 	64.9439637118
GENERIC_OLIGOUREA_ALA	-70 	-120 	-40 	8.17479115567e-48 	108.423029294
GENERIC_OLIGOUREA_ALA	-70 	-120 	-30 	5.7716523959e-64 	145.612487535
GENERIC_OLIGOUREA_ALA	-70 	-120 	-20 	2.37029769857e-79 	181.041206788
GENERIC_OLIGOUREA_ALA	-70 	-120 	-10 	2.99902269755e-91 	208.436956994
GENERIC_OLIGOUREA_ALA	-70 	-120 	0 	7.03195066629e-95 	216.79511969
GENERIC_OLIGOUREA_ALA	-70 	-120 	10 	8.66453143704e-89 	202.77083543
GENERIC_OLIGOUREA_ALA	-70 	-120 	20 	7.61127190358e-75 	170.664251681
GENERIC_OLIGOUREA_ALA	-70 	-120 	30 	2.97903396372e-59 	134.760921412
GENERIC_OLIGOUREA_ALA	-70 	-120 	40 	6.96910955125e-42 	94.7670864436
GENERIC_OLIGOUREA_ALA	-70 	-120 	50 	9.76795029643e-23 	50.6803504905
GENERIC_OLIGOUREA_ALA	-70 	-120 	60 	2.83546147571e-10 	21.983646228
GENERIC_OLIGOUREA_ALA	-70 	-120 	70 	1.12214114981e-05 	11.3976868638
GENERIC_OLIGOUREA_ALA	-70 	-120 	80 	6.34071862746e-05 	9.66593335477
GENERIC_OLIGOUREA_ALA	-70 	-120 	90 	7.6869349597e-05 	9.47340333572
GENERIC_OLIGOUREA_ALA	-70 	-120 	100 	5.63926571737e-05 	9.78317159989
GENERIC_OLIGOUREA_ALA	-70 	-120 	110 	3.58523794839e-05 	10.2361006198
GENERIC_OLIGOUREA_ALA	-70 	-120 	120 	2.66074319207e-05 	10.5343199857
GENERIC_OLIGOUREA_ALA	-70 	-120 	130 	2.79340604669e-05 	10.4856638084
GENERIC_OLIGOUREA_ALA	-70 	-120 	140 	3.9916709129e-05 	10.1287155466
GENERIC_OLIGOUREA_ALA	-70 	-120 	150 	6.32371424282e-05 	9.66861873279
GENERIC_OLIGOUREA_ALA	-70 	-120 	160 	9.26128434543e-05 	9.28708272772
GENERIC_OLIGOUREA_ALA	-70 	-120 	170 	0.000116462203162 	9.05794377397
GENERIC_OLIGOUREA_ALA	-70 	-120 	180 	0.000125116037834 	8.9862689486
GENERIC_OLIGOUREA_ALA	-70 	-110 	-180 	0.000127556079172 	8.96695445342
GENERIC_OLIGOUREA_ALA	-70 	-110 	-170 	0.000117698002952 	9.04738851111
GENERIC_OLIGOUREA_ALA	-70 	-110 	-160 	9.28301520569e-05 	9.28473905654
GENERIC_OLIGOUREA_ALA	-70 	-110 	-150 	6.27911679799e-05 	9.67569613164
GENERIC_OLIGOUREA_ALA	-70 	-110 	-140 	3.89644803849e-05 	10.1528600862
GENERIC_OLIGOUREA_ALA	-70 	-110 	-130 	2.63902170906e-05 	10.5425171812
GENERIC_OLIGOUREA_ALA	-70 	-110 	-120 	2.39703889674e-05 	10.6386912824
GENERIC_OLIGOUREA_ALA	-70 	-110 	-110 	3.05050372722e-05 	10.3976187315
GENERIC_OLIGOUREA_ALA	-70 	-110 	-100 	4.39936178773e-05 	10.0314659828
GENERIC_OLIGOUREA_ALA	-70 	-110 	-90 	4.86970894882e-05 	9.92989129376
GENERIC_OLIGOUREA_ALA	-70 	-110 	-80 	1.73388401166e-05 	10.9625614795
GENERIC_OLIGOUREA_ALA	-70 	-110 	-70 	1.0726586648e-08 	18.3505404439
GENERIC_OLIGOUREA_ALA	-70 	-110 	-60 	3.96737020782e-19 	42.3710133078
GENERIC_OLIGOUREA_ALA	-70 	-110 	-50 	7.26493844881e-36 	80.9100035231
GENERIC_OLIGOUREA_ALA	-70 	-110 	-40 	8.34250647578e-53 	119.915646221
GENERIC_OLIGOUREA_ALA	-70 	-110 	-30 	1.17454786859e-69 	158.717488136
GENERIC_OLIGOUREA_ALA	-70 	-110 	-20 	1.01910529801e-84 	193.398222728
GENERIC_OLIGOUREA_ALA	-70 	-110 	-10 	1.19065844609e-91 	209.360736992
GENERIC_OLIGOUREA_ALA	-70 	-110 	0 	1.02428183074e-89 	204.906081562
GENERIC_OLIGOUREA_ALA	-70 	-110 	10 	1.87360663511e-79 	181.276357091
GENERIC_OLIGOUREA_ALA	-70 	-110 	20 	4.37401850088e-66 	150.494933986
GENERIC_OLIGOUREA_ALA	-70 	-110 	30 	4.39889826025e-50 	113.647900536
GENERIC_OLIGOUREA_ALA	-70 	-110 	40 	5.24254096178e-31 	69.7233315856
GENERIC_OLIGOUREA_ALA	-70 	-110 	50 	1.11878679056e-14 	32.1239464264
GENERIC_OLIGOUREA_ALA	-70 	-110 	60 	1.17911404328e-06 	13.6507472123
GENERIC_OLIGOUREA_ALA	-70 	-110 	70 	4.08575329953e-05 	10.1054193474
GENERIC_OLIGOUREA_ALA	-70 	-110 	80 	9.11152687565e-05 	9.30338516339
GENERIC_OLIGOUREA_ALA	-70 	-110 	90 	8.95779576244e-05 	9.3204012769
GENERIC_OLIGOUREA_ALA	-70 	-110 	100 	6.13689085861e-05 	9.69860722588
GENERIC_OLIGOUREA_ALA	-70 	-110 	110 	3.80167850945e-05 	10.1774827828
GENERIC_OLIGOUREA_ALA	-70 	-110 	120 	2.78353216818e-05 	10.4892047797
GENERIC_OLIGOUREA_ALA	-70 	-110 	130 	2.89608319305e-05 	10.449566264
GENERIC_OLIGOUREA_ALA	-70 	-110 	140 	4.11192108333e-05 	10.0990351288
GENERIC_OLIGOUREA_ALA	-70 	-110 	150 	6.48376401212e-05 	9.64362425718
GENERIC_OLIGOUREA_ALA	-70 	-110 	160 	9.46594424645e-05 	9.26522492338
GENERIC_OLIGOUREA_ALA	-70 	-110 	170 	0.000118829534881 	9.03782057182
GENERIC_OLIGOUREA_ALA	-70 	-110 	180 	0.000127556079197 	8.96695445323
GENERIC_OLIGOUREA_ALA	-70 	-100 	-180 	0.000132104141475 	8.93191999587
GENERIC_OLIGOUREA_ALA	-70 	-100 	-170 	0.000121744593275 	9.0135852054
GENERIC_OLIGOUREA_ALA	-70 	-100 	-160 	9.59632287847e-05 	9.25154547337
GENERIC_OLIGOUREA_ALA	-70 	-100 	-150 	6.49389533958e-05 	9.6420629079
GENERIC_OLIGOUREA_ALA	-70 	-100 	-140 	4.03535318798e-05 	10.117831636
GENERIC_OLIGOUREA_ALA	-70 	-100 	-130 	2.73734847228e-05 	10.505935724
GENERIC_OLIGOUREA_ALA	-70 	-100 	-120 	2.48440138146e-05 	10.6028937272
GENERIC_OLIGOUREA_ALA	-70 	-100 	-110 	3.13203556679e-05 	10.371242331
GENERIC_OLIGOUREA_ALA	-70 	-100 	-100 	4.37228910592e-05 	10.0376387701
GENERIC_OLIGOUREA_ALA	-70 	-100 	-90 	4.2437325172e-05 	10.0674822723
GENERIC_OLIGOUREA_ALA	-70 	-100 	-80 	6.95365697722e-06 	11.876242853
GENERIC_OLIGOUREA_ALA	-70 	-100 	-70 	2.34654900054e-11 	24.4754902845
GENERIC_OLIGOUREA_ALA	-70 	-100 	-60 	3.69615254281e-23 	51.6521647135
GENERIC_OLIGOUREA_ALA	-70 	-100 	-50 	2.51101213496e-39 	88.8801327139
GENERIC_OLIGOUREA_ALA	-70 	-100 	-40 	2.49225235186e-56 	128.031578347
GENERIC_OLIGOUREA_ALA	-70 	-100 	-30 	7.13891756738e-74 	168.425735718
GENERIC_OLIGOUREA_ALA	-70 	-100 	-20 	2.31724239249e-84 	192.576769957
GENERIC_OLIGOUREA_ALA	-70 	-100 	-10 	1.75801701915e-86 	197.458131517
GENERIC_OLIGOUREA_ALA	-70 	-100 	0 	7.5491581404e-80 	182.185371387
GENERIC_OLIGOUREA_ALA	-70 	-100 	10 	2.92958599148e-69 	157.803510303
GENERIC_OLIGOUREA_ALA	-70 	-100 	20 	1.77497308268e-55 	126.068394857
GENERIC_OLIGOUREA_ALA	-70 	-100 	30 	9.95661884876e-38 	85.1999959928
GENERIC_OLIGOUREA_ALA	-70 	-100 	40 	4.70464911197e-19 	42.2005655743
GENERIC_OLIGOUREA_ALA	-70 	-100 	50 	2.9394934143e-08 	17.3424434855
GENERIC_OLIGOUREA_ALA	-70 	-100 	60 	1.16159381288e-05 	11.3631324263
GENERIC_OLIGOUREA_ALA	-70 	-100 	70 	6.67375476033e-05 	9.61474283085
GENERIC_OLIGOUREA_ALA	-70 	-100 	80 	0.000110124556167 	9.11389850398
GENERIC_OLIGOUREA_ALA	-70 	-100 	90 	0.000100557874649 	9.20477712906
GENERIC_OLIGOUREA_ALA	-70 	-100 	100 	6.69510078612e-05 	9.611549432
GENERIC_OLIGOUREA_ALA	-70 	-100 	110 	4.09375062529e-05 	10.1034638918
GENERIC_OLIGOUREA_ALA	-70 	-100 	120 	2.96619808627e-05 	10.4256444378
GENERIC_OLIGOUREA_ALA	-70 	-100 	130 	3.05786152531e-05 	10.3952096413
GENERIC_OLIGOUREA_ALA	-70 	-100 	140 	4.311025261e-05 	10.0517497096
GENERIC_OLIGOUREA_ALA	-70 	-100 	150 	6.76309899227e-05 	9.60144424915
GENERIC_OLIGOUREA_ALA	-70 	-100 	160 	9.84002217598e-05 	9.22646750025
GENERIC_OLIGOUREA_ALA	-70 	-100 	170 	0.000123259329633 	9.00122005109
GENERIC_OLIGOUREA_ALA	-70 	-100 	180 	0.000132104141509 	8.93191999561
GENERIC_OLIGOUREA_ALA	-70 	-90 	-180 	0.000140220145595 	8.87229690186
GENERIC_OLIGOUREA_ALA	-70 	-90 	-170 	0.00012909367614 	8.95497224551
GENERIC_OLIGOUREA_ALA	-70 	-90 	-160 	0.000101772397574 	9.19277163429
GENERIC_OLIGOUREA_ALA	-70 	-90 	-150 	6.89663910706e-05 	9.58189125797
GENERIC_OLIGOUREA_ALA	-70 	-90 	-140 	4.29563965888e-05 	10.0553249896
GENERIC_OLIGOUREA_ALA	-70 	-90 	-130 	2.92166230828e-05 	10.440772727
GENERIC_OLIGOUREA_ALA	-70 	-90 	-120 	2.65436865703e-05 	10.5367186325
GENERIC_OLIGOUREA_ALA	-70 	-90 	-110 	3.32781671889e-05 	10.310609016
GENERIC_OLIGOUREA_ALA	-70 	-90 	-100 	4.54315316039e-05 	9.99930416527
GENERIC_OLIGOUREA_ALA	-70 	-90 	-90 	3.93384851042e-05 	10.1433072535
GENERIC_OLIGOUREA_ALA	-70 	-90 	-80 	3.53342821849e-06 	12.5532419916
GENERIC_OLIGOUREA_ALA	-70 	-90 	-70 	2.59835185438e-12 	26.6761437741
GENERIC_OLIGOUREA_ALA	-70 	-90 	-60 	1.60806419427e-25 	57.0895962331
GENERIC_OLIGOUREA_ALA	-70 	-90 	-50 	2.42814443271e-41 	93.518861455
GENERIC_OLIGOUREA_ALA	-70 	-90 	-40 	5.89827552122e-60 	136.380445556
GENERIC_OLIGOUREA_ALA	-70 	-90 	-30 	3.79899260227e-73 	166.753975862
GENERIC_OLIGOUREA_ALA	-70 	-90 	-20 	1.25769356222e-78 	179.372357716
GENERIC_OLIGOUREA_ALA	-70 	-90 	-10 	1.12588994178e-75 	172.575308192
GENERIC_OLIGOUREA_ALA	-70 	-90 	0 	1.65504578511e-68 	156.07195765
GENERIC_OLIGOUREA_ALA	-70 	-90 	10 	1.01644187045e-57 	131.231042134
GENERIC_OLIGOUREA_ALA	-70 	-90 	20 	1.61706467646e-42 	96.2279613281
GENERIC_OLIGOUREA_ALA	-70 	-90 	30 	8.12450630893e-24 	53.1671572675
GENERIC_OLIGOUREA_ALA	-70 	-90 	40 	3.52397447759e-11 	24.0688465573
GENERIC_OLIGOUREA_ALA	-70 	-90 	50 	2.33831824965e-07 	15.2686636767
GENERIC_OLIGOUREA_ALA	-70 	-90 	60 	9.163805944e-06 	11.6002489695
GENERIC_OLIGOUREA_ALA	-70 	-90 	70 	5.68905325105e-05 	9.77438161889
GENERIC_OLIGOUREA_ALA	-70 	-90 	80 	0.00011086588696 	9.10718931273
GENERIC_OLIGOUREA_ALA	-70 	-90 	90 	0.000108602461065 	9.12781648898
GENERIC_OLIGOUREA_ALA	-70 	-90 	100 	7.37856924692e-05 	9.51434571413
GENERIC_OLIGOUREA_ALA	-70 	-90 	110 	4.51446798475e-05 	10.0056381179
GENERIC_OLIGOUREA_ALA	-70 	-90 	120 	3.24966718417e-05 	10.3343728787
GENERIC_OLIGOUREA_ALA	-70 	-90 	130 	3.32134686224e-05 	10.3125550829
GENERIC_OLIGOUREA_ALA	-70 	-90 	140 	4.64578068856e-05 	9.97696603609
GENERIC_OLIGOUREA_ALA	-70 	-90 	150 	7.24434423257e-05 	9.5327044064
GENERIC_OLIGOUREA_ALA	-70 	-90 	160 	0.000104961934651 	9.16191280067
GENERIC_OLIGOUREA_ALA	-70 	-90 	170 	0.000131095921561 	8.93958127706
GENERIC_OLIGOUREA_ALA	-70 	-90 	180 	0.000140220145639 	8.87229690154
GENERIC_OLIGOUREA_ALA	-70 	-80 	-180 	0.000152348011684 	8.78934310359
GENERIC_OLIGOUREA_ALA	-70 	-80 	-170 	0.000140232136741 	8.87221138894
GENERIC_OLIGOUREA_ALA	-70 	-80 	-160 	0.000110672467834 	9.10893545891
GENERIC_OLIGOUREA_ALA	-70 	-80 	-150 	7.51443731259e-05 	9.49609931981
GENERIC_OLIGOUREA_ALA	-70 	-80 	-140 	4.69301050579e-05 	9.96685118955
GENERIC_OLIGOUREA_ALA	-70 	-80 	-130 	3.20205542617e-05 	10.3491325407
GENERIC_OLIGOUREA_ALA	-70 	-80 	-120 	2.91748291557e-05 	10.4422042357
GENERIC_OLIGOUREA_ALA	-70 	-80 	-110 	3.65992573503e-05 	10.2154826087
GENERIC_OLIGOUREA_ALA	-70 	-80 	-100 	4.95956394699e-05 	9.91160764201
GENERIC_OLIGOUREA_ALA	-70 	-80 	-90 	4.12241046081e-05 	10.0964874094
GENERIC_OLIGOUREA_ALA	-70 	-80 	-80 	3.89052047806e-06 	12.4569676103
GENERIC_OLIGOUREA_ALA	-70 	-80 	-70 	2.52640839701e-11 	24.4016373347
GENERIC_OLIGOUREA_ALA	-70 	-80 	-60 	3.74855736234e-25 	56.2432562623
GENERIC_OLIGOUREA_ALA	-70 	-80 	-50 	3.64040009e-43 	97.7190654083
GENERIC_OLIGOUREA_ALA	-70 	-80 	-40 	7.87818320605e-58 	131.485838074
GENERIC_OLIGOUREA_ALA	-70 	-80 	-30 	6.58688280734e-66 	150.08553592
GENERIC_OLIGOUREA_ALA	-70 	-80 	-20 	8.90886683007e-67 	152.086154177
GENERIC_OLIGOUREA_ALA	-70 	-80 	-10 	5.29732273787e-64 	145.698244402
GENERIC_OLIGOUREA_ALA	-70 	-80 	0 	1.12543561608e-56 	128.826595033
GENERIC_OLIGOUREA_ALA	-70 	-80 	10 	8.0609422589e-45 	101.529298729
GENERIC_OLIGOUREA_ALA	-70 	-80 	20 	2.90762820558e-29 	65.7076299976
GENERIC_OLIGOUREA_ALA	-70 	-80 	30 	2.94793266776e-17 	38.0628424468
GENERIC_OLIGOUREA_ALA	-70 	-80 	40 	3.9979744583e-13 	28.5478183615
GENERIC_OLIGOUREA_ALA	-70 	-80 	50 	9.70486501322e-10 	20.7532236224
GENERIC_OLIGOUREA_ALA	-70 	-80 	60 	6.34362918276e-07 	14.27064462
GENERIC_OLIGOUREA_ALA	-70 	-80 	70 	2.22303601123e-05 	10.7140516307
GENERIC_OLIGOUREA_ALA	-70 	-80 	80 	8.78953115403e-05 	9.33936409326
GENERIC_OLIGOUREA_ALA	-70 	-80 	90 	0.0001108545153 	9.10729188931
GENERIC_OLIGOUREA_ALA	-70 	-80 	100 	8.15278362431e-05 	9.41456604704
GENERIC_OLIGOUREA_ALA	-70 	-80 	110 	5.07428583112e-05 	9.88873967288
GENERIC_OLIGOUREA_ALA	-70 	-80 	120 	3.64814807985e-05 	10.2187058015
GENERIC_OLIGOUREA_ALA	-70 	-80 	130 	3.69899757564e-05 	10.2048636075
GENERIC_OLIGOUREA_ALA	-70 	-80 	140 	5.13100127693e-05 	9.87762464415
GENERIC_OLIGOUREA_ALA	-70 	-80 	150 	7.94746901095e-05 	9.4400719504
GENERIC_OLIGOUREA_ALA	-70 	-80 	160 	0.00011459408622 	9.07411435868
GENERIC_OLIGOUREA_ALA	-70 	-80 	170 	0.000142672043012 	8.8549619671
GENERIC_OLIGOUREA_ALA	-70 	-80 	180 	0.000152348011738 	8.78934310324
GENERIC_OLIGOUREA_ALA	-70 	-70 	-180 	0.000167192716626 	8.69636341911
GENERIC_OLIGOUREA_ALA	-70 	-70 	-170 	0.000153954035705 	8.77885646955
GENERIC_OLIGOUREA_ALA	-70 	-70 	-160 	0.000121675176533 	9.01415555139
GENERIC_OLIGOUREA_ALA	-70 	-70 	-150 	8.27712841546e-05 	9.39942936645
GENERIC_OLIGOUREA_ALA	-70 	-70 	-140 	5.18197200187e-05 	9.8677397858
GENERIC_OLIGOUREA_ALA	-70 	-70 	-130 	3.54703148317e-05 	10.2468144132
GENERIC_OLIGOUREA_ALA	-70 	-70 	-120 	3.24584237954e-05 	10.3355505554
GENERIC_OLIGOUREA_ALA	-70 	-70 	-110 	4.1021624638e-05 	10.1014112001
GENERIC_OLIGOUREA_ALA	-70 	-70 	-100 	5.62256897234e-05 	9.78613679299
GENERIC_OLIGOUREA_ALA	-70 	-70 	-90 	4.88332964331e-05 	9.92709817381
GENERIC_OLIGOUREA_ALA	-70 	-70 	-80 	6.84292881177e-06 	11.8922947291
GENERIC_OLIGOUREA_ALA	-70 	-70 	-70 	9.09340030127e-10 	20.8183020212
GENERIC_OLIGOUREA_ALA	-70 	-70 	-60 	7.15664924785e-24 	53.2940003426
GENERIC_OLIGOUREA_ALA	-70 	-70 	-50 	2.12516151326e-39 	89.046970821
GENERIC_OLIGOUREA_ALA	-70 	-70 	-40 	6.87607218253e-50 	113.201207064
GENERIC_OLIGOUREA_ALA	-70 	-70 	-30 	2.2532508644e-55 	125.829806113
GENERIC_OLIGOUREA_ALA	-70 	-70 	-20 	2.24337830042e-56 	128.136782308
GENERIC_OLIGOUREA_ALA	-70 	-70 	-10 	2.24754685258e-52 	118.924585502
GENERIC_OLIGOUREA_ALA	-70 	-70 	0 	6.73660024101e-44 	99.4061887094
GENERIC_OLIGOUREA_ALA	-70 	-70 	10 	7.11910639321e-34 	76.3251109508
GENERIC_OLIGOUREA_ALA	-70 	-70 	20 	2.13119336881e-26 	59.110530328
GENERIC_OLIGOUREA_ALA	-70 	-70 	30 	1.27345427155e-24 	55.0203091248
GENERIC_OLIGOUREA_ALA	-70 	-70 	40 	3.15198821016e-22 	49.5088386143
GENERIC_OLIGOUREA_ALA	-70 	-70 	50 	1.26164815281e-16 	36.6089425639
GENERIC_OLIGOUREA_ALA	-70 	-70 	60 	1.11378048869e-09 	20.6155057627
GENERIC_OLIGOUREA_ALA	-70 	-70 	70 	2.50017039587e-06 	12.8991516701
GENERIC_OLIGOUREA_ALA	-70 	-70 	80 	4.53337341482e-05 	10.0014591194
GENERIC_OLIGOUREA_ALA	-70 	-70 	90 	9.89824516481e-05 	9.22056797962
GENERIC_OLIGOUREA_ALA	-70 	-70 	100 	8.72809784323e-05 	9.34637800623
GENERIC_OLIGOUREA_ALA	-70 	-70 	110 	5.69963723182e-05 	9.77252293569
GENERIC_OLIGOUREA_ALA	-70 	-70 	120 	4.12331833283e-05 	10.0962672052
GENERIC_OLIGOUREA_ALA	-70 	-70 	130 	4.15433268635e-05 	10.0887736545
GENERIC_OLIGOUREA_ALA	-70 	-70 	140 	5.71709817768e-05 	9.7694640999
GENERIC_OLIGOUREA_ALA	-70 	-70 	150 	8.7962241278e-05 	9.33860291195
GENERIC_OLIGOUREA_ALA	-70 	-70 	160 	0.000126232893639 	8.97738199492
GENERIC_OLIGOUREA_ALA	-70 	-70 	170 	0.000156730554145 	8.76098244264
GENERIC_OLIGOUREA_ALA	-70 	-70 	180 	0.000167192716687 	8.69636341875
GENERIC_OLIGOUREA_ALA	-70 	-60 	-180 	0.000181920527722 	8.61194062712
GENERIC_OLIGOUREA_ALA	-70 	-60 	-170 	0.00016760266946 	8.69391444248
GENERIC_OLIGOUREA_ALA	-70 	-60 	-160 	0.000132617319275 	8.92804287581
GENERIC_OLIGOUREA_ALA	-70 	-60 	-150 	9.03532648909e-05 	9.31178340554
GENERIC_OLIGOUREA_ALA	-70 	-60 	-140 	5.66687999469e-05 	9.77828676417
GENERIC_OLIGOUREA_ALA	-70 	-60 	-130 	3.89010560938e-05 	10.1544891588
GENERIC_OLIGOUREA_ALA	-70 	-60 	-120 	3.57829963265e-05 	10.2380377403
GENERIC_OLIGOUREA_ALA	-70 	-60 	-110 	4.57815955289e-05 	9.99162839195
GENERIC_OLIGOUREA_ALA	-70 	-60 	-100 	6.4495099879e-05 	9.64892130792
GENERIC_OLIGOUREA_ALA	-70 	-60 	-90 	6.12097418042e-05 	9.70120420131
GENERIC_OLIGOUREA_ALA	-70 	-60 	-80 	1.1822518836e-05 	11.3455044692
GENERIC_OLIGOUREA_ALA	-70 	-60 	-70 	2.3822376675e-09 	19.8552255945
GENERIC_OLIGOUREA_ALA	-70 	-60 	-60 	1.66730526686e-22 	50.1456633354
GENERIC_OLIGOUREA_ALA	-70 	-60 	-50 	1.89207568974e-34 	77.6502186868
GENERIC_OLIGOUREA_ALA	-70 	-60 	-40 	2.39288644974e-42 	95.836073549
GENERIC_OLIGOUREA_ALA	-70 	-60 	-30 	7.61766625472e-46 	103.888444221
GENERIC_OLIGOUREA_ALA	-70 	-60 	-20 	7.68389698732e-45 	101.577202346
GENERIC_OLIGOUREA_ALA	-70 	-60 	-10 	4.36500873442e-40 	90.6297835295
GENERIC_OLIGOUREA_ALA	-70 	-60 	0 	3.08181105127e-35 	79.464960827
GENERIC_OLIGOUREA_ALA	-70 	-60 	10 	2.18910235873e-32 	72.8992313979
GENERIC_OLIGOUREA_ALA	-70 	-60 	20 	1.14239256336e-33 	75.8521832659
GENERIC_OLIGOUREA_ALA	-70 	-60 	30 	2.57045106534e-34 	77.3438117665
GENERIC_OLIGOUREA_ALA	-70 	-60 	40 	3.01082286222e-32 	72.5805095583
GENERIC_OLIGOUREA_ALA	-70 	-60 	50 	2.31780842614e-26 	59.0265903225
GENERIC_OLIGOUREA_ALA	-70 	-60 	60 	1.47546210221e-15 	34.1498051646
GENERIC_OLIGOUREA_ALA	-70 	-60 	70 	1.55894762335e-08 	17.9766697507
GENERIC_OLIGOUREA_ALA	-70 	-60 	80 	8.93444748501e-06 	11.6255962484
GENERIC_OLIGOUREA_ALA	-70 	-60 	90 	6.73744509702e-05 	9.60524467763
GENERIC_OLIGOUREA_ALA	-70 	-60 	100 	8.62165528677e-05 	9.3586483701
GENERIC_OLIGOUREA_ALA	-70 	-60 	110 	6.20338610639e-05 	9.68783017581
GENERIC_OLIGOUREA_ALA	-70 	-60 	120 	4.57806100029e-05 	9.99164991887
GENERIC_OLIGOUREA_ALA	-70 	-60 	130 	4.60608464127e-05 	9.98554728743
GENERIC_OLIGOUREA_ALA	-70 	-60 	140 	6.29800978591e-05 	9.67269178848
GENERIC_OLIGOUREA_ALA	-70 	-60 	150 	9.63396130568e-05 	9.2476309732
GENERIC_OLIGOUREA_ALA	-70 	-60 	160 	0.00013771642825 	8.89031385469
GENERIC_OLIGOUREA_ALA	-70 	-60 	170 	0.000170632005566 	8.6760013346
GENERIC_OLIGOUREA_ALA	-70 	-60 	180 	0.000181920527788 	8.61194062676
GENERIC_OLIGOUREA_ALA	-70 	-50 	-180 	0.000193927014038 	8.54802868599
GENERIC_OLIGOUREA_ALA	-70 	-50 	-170 	0.000178722829195 	8.62967439245
GENERIC_OLIGOUREA_ALA	-70 	-50 	-160 	0.000141514482629 	8.86310849539
GENERIC_OLIGOUREA_ALA	-70 	-50 	-150 	9.65132431679e-05 	9.24583032414
GENERIC_OLIGOUREA_ALA	-70 	-50 	-140 	6.05998573554e-05 	9.71121801876
